country,id,un_region_name,short_name,name,value,direction
Chad,TCD,Africa,8a,emissions_per_cap_2017,4.831056866,-1
Chad,TCD,Africa,2a,poverty_ratio_320,63.46,1
Chad,TCD,Africa,B,undernourishment_prevalence,39.7,1
Chad,TCD,Africa,C,stunting_prevalence_under_5_yrs,39.9,1
Chad,TCD,Africa,D,wasting_prevalence_in_children_under_5,13,1
Chad,TCD,Africa,E,maternal_mortality_rate_per_100k_births,856,1
Chad,TCD,Africa,F,neonatal_mortality_rate_1k_births,34.8,1
Chad,TCD,Africa,G,under_5_mortality_rate_1k_births,123.2,1
Chad,TCD,Africa,H,life_expec_at_birth_yrs,54.3,-1
Chad,TCD,Africa,I,univ_health_coverage_index,39.617,-1
Chad,TCD,Africa,J,net_primary_enrolment_rate,74.20576,-1
Chad,TCD,Africa,K,lower_secondary_completion_rate,17.49178,-1
Chad,TCD,Africa,L,literacy_rate_15_24_yrs_both_sexes,30.79161,-1
Chad,TCD,Africa,M,ratio_female_to_male_labour_force_rate,83.62428984,-1
Chad,TCD,Africa,N,population_rate_using_basic_drinking_water_services,42.53760447,-1
Chad,TCD,Africa,O,population_rate_using_basic_sanitation_services,9.548387843,-1
Chad,TCD,Africa,P,access_to_electricity_pop_rate,8.830898285,-1
Chad,TCD,Africa,Q,access_to_clean_fuels_and_tech_for_cooking_rate,3.13,-1
Chad,TCD,Africa,R,unemployment_rate,5.923999786,1
Chad,TCD,Africa,S,population_using_the_internet,6.49999812,-1
"Congo, Dem. Rep.",COD,Africa,A,global_index_score_2019,44.94557815,NA
"Congo, Dem. Rep.",COD,Africa,1a,index_to_be_defined,55.05442185,-1
"Congo, Dem. Rep.",COD,Africa,3a,inverse_global_index_2019,0.872776384,-1
"Congo, Dem. Rep.",COD,Africa,MJC1,mjc_criteria_sdr_mild_version,1.835179996,1
"Congo, Dem. Rep.",COD,Africa,MJC2,mjc_criteria_sdr_medium_version,2.379126528,1
"Congo, Dem. Rep.",COD,Africa,MJC3,mjc_criteria_sdr_heavy_version,6.717600258,1
"Congo, Dem. Rep.",COD,Africa,MJC4,mjc_criteria_sdr_ponderated,3.643968927,1
"Congo, Dem. Rep.",COD,Africa,MJC5,mjc_criteria_equality,1.130817103,1
"Congo, Dem. Rep.",COD,Africa,MJC6,mjc_criteria_capacity,3.464118906,1
"Congo, Dem. Rep.",COD,Africa,MJC7,mjc_criteria_historical_responsability,1.80322085,1
"Congo, Dem. Rep.",COD,Africa,MJC8,mjc_criteria_present_responsability,2.280991442,1
"Congo, Dem. Rep.",COD,Africa,MJC9,mjc_criteria_ponderated,2.57025277,1
"Congo, Dem. Rep.",COD,Africa,5a,population_2019,86727573,-1
"Congo, Dem. Rep.",COD,Africa,6a,gdp_per_capita_ppp_2017,808.1332134,1
"Congo, Dem. Rep.",COD,Africa,7a,cum_emissions_per_capita_1994_2017,0.821733934,-1
"Congo, Dem. Rep.",COD,Africa,8a,emissions_per_cap_2017,0.638781855,-1
"Congo, Dem. Rep.",COD,Africa,2a,poverty_ratio_320,90.15,1
"Congo, Dem. Rep.",COD,Africa,B,undernourishment_prevalence,NA,1
"Congo, Dem. Rep.",COD,Africa,C,stunting_prevalence_under_5_yrs,42.6,1
"Congo, Dem. Rep.",COD,Africa,D,wasting_prevalence_in_children_under_5,8.1,1
"Congo, Dem. Rep.",COD,Africa,E,maternal_mortality_rate_per_100k_births,693,1
"Congo, Dem. Rep.",COD,Africa,F,neonatal_mortality_rate_1k_births,28.9,1
"Congo, Dem. Rep.",COD,Africa,G,under_5_mortality_rate_1k_births,91.1,1
"Congo, Dem. Rep.",COD,Africa,H,life_expec_at_birth_yrs,60.5,-1
"Congo, Dem. Rep.",COD,Africa,I,univ_health_coverage_index,43.899,-1
"Congo, Dem. Rep.",COD,Africa,J,net_primary_enrolment_rate,NA,-1
"Congo, Dem. Rep.",COD,Africa,K,lower_secondary_completion_rate,50.46317,-1
"Congo, Dem. Rep.",COD,Africa,L,literacy_rate_15_24_yrs_both_sexes,84.98951,-1
"Congo, Dem. Rep.",COD,Africa,M,ratio_female_to_male_labour_force_rate,97.10981003,-1
"Congo, Dem. Rep.",COD,Africa,N,population_rate_using_basic_drinking_water_services,41.83799362,-1
"Congo, Dem. Rep.",COD,Africa,O,population_rate_using_basic_sanitation_services,19.71368663,-1
"Congo, Dem. Rep.",COD,Africa,P,access_to_electricity_pop_rate,17.14737892,-1
"Congo, Dem. Rep.",COD,Africa,Q,access_to_clean_fuels_and_tech_for_cooking_rate,4.02,-1
"Congo, Dem. Rep.",COD,Africa,R,unemployment_rate,3.697999954,1
"Congo, Dem. Rep.",COD,Africa,S,population_using_the_internet,8.619904916,-1
Nigeria,NGA,Africa,A,global_index_score_2019,46.40579175,NA
Nigeria,NGA,Africa,1a,index_to_be_defined,53.59420825,-1
Nigeria,NGA,Africa,3a,inverse_global_index_2019,0.84113073,-1
Nigeria,NGA,Africa,MJC1,mjc_criteria_sdr_mild_version,4.139634255,1
Nigeria,NGA,Africa,MJC2,mjc_criteria_sdr_medium_version,5.312949709,1
Nigeria,NGA,Africa,MJC3,mjc_criteria_sdr_heavy_version,12.94767021,1
Nigeria,NGA,Africa,MJC4,mjc_criteria_sdr_ponderated,7.466751391,1
Nigeria,NGA,Africa,MJC5,mjc_criteria_equality,2.620293988,1
Nigeria,NGA,Africa,MJC6,mjc_criteria_capacity,0.523160038,1
Nigeria,NGA,Africa,MJC7,mjc_criteria_historical_responsability,0.684519445,1
Nigeria,NGA,Africa,MJC8,mjc_criteria_present_responsability,0.874070103,1
Nigeria,NGA,Africa,MJC9,mjc_criteria_ponderated,2.847375048,1
Nigeria,NGA,Africa,5a,population_2019,200962417,-1
Nigeria,NGA,Africa,6a,gdp_per_capita_ppp_2017,5351.076803,1
Nigeria,NGA,Africa,7a,cum_emissions_per_capita_1994_2017,2.16468323,-1
Nigeria,NGA,Africa,8a,emissions_per_cap_2017,1.666978358,-1
Nigeria,NGA,Africa,2a,poverty_ratio_320,77.03,1
Nigeria,NGA,Africa,B,undernourishment_prevalence,11.5,1
Nigeria,NGA,Africa,C,stunting_prevalence_under_5_yrs,43.6,1
Nigeria,NGA,Africa,D,wasting_prevalence_in_children_under_5,10.8,1
Nigeria,NGA,Africa,E,maternal_mortality_rate_per_100k_births,814,1
Nigeria,NGA,Africa,F,neonatal_mortality_rate_1k_births,32.9,1
Nigeria,NGA,Africa,G,under_5_mortality_rate_1k_births,100.2,1
Nigeria,NGA,Africa,H,life_expec_at_birth_yrs,55.2,-1
Nigeria,NGA,Africa,I,univ_health_coverage_index,46.437,-1
Nigeria,NGA,Africa,J,net_primary_enrolment_rate,64.10465,-1
Nigeria,NGA,Africa,K,lower_secondary_completion_rate,47.04819,-1
Nigeria,NGA,Africa,L,literacy_rate_15_24_yrs_both_sexes,66.38354,-1
Nigeria,NGA,Africa,M,ratio_female_to_male_labour_force_rate,84.67081272,-1
Nigeria,NGA,Africa,N,population_rate_using_basic_drinking_water_services,67.34496767,-1
Nigeria,NGA,Africa,O,population_rate_using_basic_sanitation_services,32.600957,-1
Nigeria,NGA,Africa,P,access_to_electricity_pop_rate,59.3,-1
Nigeria,NGA,Africa,Q,access_to_clean_fuels_and_tech_for_cooking_rate,4.91,-1
Nigeria,NGA,Africa,R,unemployment_rate,7.026000023,1
Nigeria,NGA,Africa,S,population_using_the_internet,27.68098584,-1
Madagascar,MDG,Africa,A,global_index_score_2019,46.69895507,NA
Madagascar,MDG,Africa,1a,index_to_be_defined,53.30104493,-1
Madagascar,MDG,Africa,3a,inverse_global_index_2019,0.834777314,-1
Madagascar,MDG,Africa,MJC1,mjc_criteria_sdr_mild_version,0.552510037,1
Madagascar,MDG,Africa,MJC2,mjc_criteria_sdr_medium_version,0.707625019,1
Madagascar,MDG,Africa,MJC3,mjc_criteria_sdr_heavy_version,2.074711681,1
Madagascar,MDG,Africa,MJC4,mjc_criteria_sdr_ponderated,1.111615579,1
Madagascar,MDG,Africa,MJC5,mjc_criteria_equality,0.351649785,1
Madagascar,MDG,Africa,MJC6,mjc_criteria_capacity,1.976413061,1
Madagascar,MDG,Africa,MJC7,mjc_criteria_historical_responsability,0.939797324,1
Madagascar,MDG,Africa,MJC8,mjc_criteria_present_responsability,1.155772859,1
Madagascar,MDG,Africa,MJC9,mjc_criteria_ponderated,1.121865879,1
Madagascar,MDG,Africa,5a,population_2019,26969642,-1
Madagascar,MDG,Africa,6a,gdp_per_capita_ppp_2017,1416.439507,1
Madagascar,MDG,Africa,7a,cum_emissions_per_capita_1994_2017,1.576688637,-1
Madagascar,MDG,Africa,8a,emissions_per_cap_2017,1.260676727,-1
Madagascar,MDG,Africa,2a,poverty_ratio_320,92.48,1
Madagascar,MDG,Africa,B,undernourishment_prevalence,43.1,1
Madagascar,MDG,Africa,C,stunting_prevalence_under_5_yrs,49.2,1
Madagascar,MDG,Africa,D,wasting_prevalence_in_children_under_5,15.2,1
Madagascar,MDG,Africa,E,maternal_mortality_rate_per_100k_births,353,1
Madagascar,MDG,Africa,F,neonatal_mortality_rate_1k_births,18.4,1
Madagascar,MDG,Africa,G,under_5_mortality_rate_1k_births,44.2,1
Madagascar,MDG,Africa,H,life_expec_at_birth_yrs,66.1,-1
Madagascar,MDG,Africa,I,univ_health_coverage_index,41.598,-1
Madagascar,MDG,Africa,J,net_primary_enrolment_rate,77.72212,-1
Madagascar,MDG,Africa,K,lower_secondary_completion_rate,36.55799,-1
Madagascar,MDG,Africa,L,literacy_rate_15_24_yrs_both_sexes,76.82916,-1
Madagascar,MDG,Africa,M,ratio_female_to_male_labour_force_rate,93.64238438,-1
Madagascar,MDG,Africa,N,population_rate_using_basic_drinking_water_services,50.6213902,-1
Madagascar,MDG,Africa,O,population_rate_using_basic_sanitation_services,9.69366814,-1
Madagascar,MDG,Africa,P,access_to_electricity_pop_rate,22.9,-1
Madagascar,MDG,Africa,Q,access_to_clean_fuels_and_tech_for_cooking_rate,0.91,-1
Madagascar,MDG,Africa,R,unemployment_rate,1.797000051,1
Madagascar,MDG,Africa,S,population_using_the_internet,9.8,-1
Liberia,LBR,Africa,A,global_index_score_2019,48.18253993,NA
Liberia,LBR,Africa,1a,index_to_be_defined,51.81746007,-1
Liberia,LBR,Africa,3a,inverse_global_index_2019,0.802625159,-1
Liberia,LBR,Africa,MJC1,mjc_criteria_sdr_mild_version,0.099137018,1
Liberia,LBR,Africa,MJC2,mjc_criteria_sdr_medium_version,0.12557425,1
Liberia,LBR,Africa,MJC3,mjc_criteria_sdr_heavy_version,0.297233188,1
Liberia,LBR,Africa,MJC4,mjc_criteria_sdr_ponderated,0.173981485,1
Liberia,LBR,Africa,MJC5,mjc_criteria_equality,0.06490313,1
Liberia,LBR,Africa,MJC6,mjc_criteria_capacity,2.396268694,1
Liberia,LBR,Africa,MJC7,mjc_criteria_historical_responsability,1.990506051,1
Liberia,LBR,Africa,MJC8,mjc_criteria_present_responsability,1.826905924,1
Liberia,LBR,Africa,MJC9,mjc_criteria_ponderated,1.135964824,1
Liberia,LBR,Africa,5a,population_2019,4977720,-1
Liberia,LBR,Africa,6a,gdp_per_capita_ppp_2017,1168.261952,1
Liberia,LBR,Africa,7a,cum_emissions_per_capita_1994_2017,0.744417613,-1
Liberia,LBR,Africa,8a,emissions_per_cap_2017,0.7975539,-1
Liberia,LBR,Africa,2a,poverty_ratio_320,73.84,1
Liberia,LBR,Africa,B,undernourishment_prevalence,38.8,1
Liberia,LBR,Africa,C,stunting_prevalence_under_5_yrs,32.1,1
Liberia,LBR,Africa,D,wasting_prevalence_in_children_under_5,5.6,1
Liberia,LBR,Africa,E,maternal_mortality_rate_per_100k_births,725,1
Liberia,LBR,Africa,F,neonatal_mortality_rate_1k_births,25.1,1
Liberia,LBR,Africa,G,under_5_mortality_rate_1k_births,74.7,1
Liberia,LBR,Africa,H,life_expec_at_birth_yrs,62.9,-1
Liberia,LBR,Africa,I,univ_health_coverage_index,51.409,-1
Liberia,LBR,Africa,J,net_primary_enrolment_rate,36.75459,-1
Liberia,LBR,Africa,K,lower_secondary_completion_rate,37.29983,-1
Liberia,LBR,Africa,L,literacy_rate_15_24_yrs_both_sexes,49.07411,-1
Liberia,LBR,Africa,M,ratio_female_to_male_labour_force_rate,94.04008197,-1
Liberia,LBR,Africa,N,population_rate_using_basic_drinking_water_services,69.90047658,-1
Liberia,LBR,Africa,O,population_rate_using_basic_sanitation_services,16.88947781,-1
Liberia,LBR,Africa,P,access_to_electricity_pop_rate,19.8,-1
Liberia,LBR,Africa,Q,access_to_clean_fuels_and_tech_for_cooking_rate,0.71,-1
Liberia,LBR,Africa,R,unemployment_rate,2.424999952,1
Liberia,LBR,Africa,S,population_using_the_internet,7.984479722,-1
Haiti,HTI,LAC,A,global_index_score_2019,48.43508066,NA
Haiti,HTI,LAC,1a,index_to_be_defined,51.56491934,-1
Haiti,HTI,LAC,3a,inverse_global_index_2019,0.797152113,-1
Haiti,HTI,LAC,MJC1,mjc_criteria_sdr_mild_version,0.222823124,1
Haiti,HTI,LAC,MJC2,mjc_criteria_sdr_medium_version,0.281692452,1
Haiti,HTI,LAC,MJC3,mjc_criteria_sdr_heavy_version,0.430571938,1
Haiti,HTI,LAC,MJC4,mjc_criteria_sdr_ponderated,0.311695838,1
Haiti,HTI,LAC,MJC5,mjc_criteria_equality,0.146592524,1
Haiti,HTI,LAC,MJC6,mjc_criteria_capacity,1.693392273,1
Haiti,HTI,LAC,MJC7,mjc_criteria_historical_responsability,1.220502347,1
Haiti,HTI,LAC,MJC8,mjc_criteria_present_responsability,1.011201863,1
Haiti,HTI,LAC,MJC9,mjc_criteria_ponderated,0.816883185,1
Haiti,HTI,LAC,5a,population_2019,11242856,-1
Haiti,HTI,LAC,6a,gdp_per_capita_ppp_2017,1653.172504,1
Haiti,HTI,LAC,7a,cum_emissions_per_capita_1994_2017,1.214063837,-1
Haiti,HTI,LAC,8a,emissions_per_cap_2017,1.440915013,-1
Haiti,HTI,LAC,2a,poverty_ratio_320,47.59,1
Haiti,HTI,LAC,B,undernourishment_prevalence,45.8,1
Haiti,HTI,LAC,C,stunting_prevalence_under_5_yrs,21.9,1
Haiti,HTI,LAC,D,wasting_prevalence_in_children_under_5,5.2,1
Haiti,HTI,LAC,E,maternal_mortality_rate_per_100k_births,359,1
Haiti,HTI,LAC,F,neonatal_mortality_rate_1k_births,28.3,1
Haiti,HTI,LAC,G,under_5_mortality_rate_1k_births,71.7,1
Haiti,HTI,LAC,H,life_expec_at_birth_yrs,63.5,-1
Haiti,HTI,LAC,I,univ_health_coverage_index,47.22,-1
Haiti,HTI,LAC,J,net_primary_enrolment_rate,NA,-1
Haiti,HTI,LAC,K,lower_secondary_completion_rate,NA,-1
Haiti,HTI,LAC,L,literacy_rate_15_24_yrs_both_sexes,72.34672,-1
Haiti,HTI,LAC,M,ratio_female_to_male_labour_force_rate,88.04392688,-1
Haiti,HTI,LAC,N,population_rate_using_basic_drinking_water_services,64.17431898,-1
Haiti,HTI,LAC,O,population_rate_using_basic_sanitation_services,30.54379074,-1
Haiti,HTI,LAC,P,access_to_electricity_pop_rate,38.69016647,-1
Haiti,HTI,LAC,Q,access_to_clean_fuels_and_tech_for_cooking_rate,4.34,-1
Haiti,HTI,LAC,R,unemployment_rate,13.87100029,1
Haiti,HTI,LAC,S,population_using_the_internet,12.32610358,-1
Sierra Leone,SLE,Africa,A,global_index_score_2019,49.24040722,NA
Sierra Leone,SLE,Africa,1a,index_to_be_defined,50.75959278,-1
Sierra Leone,SLE,Africa,3a,inverse_global_index_2019,0.779699128,-1
Sierra Leone,SLE,Africa,MJC1,mjc_criteria_sdr_mild_version,0.153796233,1
Sierra Leone,SLE,Africa,MJC2,mjc_criteria_sdr_medium_version,0.193189141,1
Sierra Leone,SLE,Africa,MJC3,mjc_criteria_sdr_heavy_version,0.445063744,1
Sierra Leone,SLE,Africa,MJC4,mjc_criteria_sdr_ponderated,0.264016373,1
Sierra Leone,SLE,Africa,MJC5,mjc_criteria_equality,0.102785885,1
Sierra Leone,SLE,Africa,MJC6,mjc_criteria_capacity,2.012537767,1
Sierra Leone,SLE,Africa,MJC7,mjc_criteria_historical_responsability,1.667448352,1
Sierra Leone,SLE,Africa,MJC8,mjc_criteria_present_responsability,1.558500846,1
Sierra Leone,SLE,Africa,MJC9,mjc_criteria_ponderated,0.998078656,1
Sierra Leone,SLE,Africa,5a,population_2019,7883123,-1
Sierra Leone,SLE,Africa,6a,gdp_per_capita_ppp_2017,1391.014662,1
Sierra Leone,SLE,Africa,7a,cum_emissions_per_capita_1994_2017,0.888643874,-1
Sierra Leone,SLE,Africa,8a,emissions_per_cap_2017,0.934908665,-1
Sierra Leone,SLE,Africa,2a,poverty_ratio_320,71.27,1
Sierra Leone,SLE,Africa,B,undernourishment_prevalence,25.5,1
Sierra Leone,SLE,Africa,C,stunting_prevalence_under_5_yrs,37.9,1
Sierra Leone,SLE,Africa,D,wasting_prevalence_in_children_under_5,9.4,1
Sierra Leone,SLE,Africa,E,maternal_mortality_rate_per_100k_births,1360,1
Sierra Leone,SLE,Africa,F,neonatal_mortality_rate_1k_births,33.5,1
Sierra Leone,SLE,Africa,G,under_5_mortality_rate_1k_births,110.5,1
Sierra Leone,SLE,Africa,H,life_expec_at_birth_yrs,53.1,-1
Sierra Leone,SLE,Africa,I,univ_health_coverage_index,49.491,-1
Sierra Leone,SLE,Africa,J,net_primary_enrolment_rate,98.31896,-1
Sierra Leone,SLE,Africa,K,lower_secondary_completion_rate,49.72067,-1
Sierra Leone,SLE,Africa,L,literacy_rate_15_24_yrs_both_sexes,57.02213,-1
Sierra Leone,SLE,Africa,M,ratio_female_to_male_labour_force_rate,97.30421469,-1
Sierra Leone,SLE,Africa,N,population_rate_using_basic_drinking_water_services,58.09139672,-1
Sierra Leone,SLE,Africa,O,population_rate_using_basic_sanitation_services,14.53588501,-1
Sierra Leone,SLE,Africa,P,access_to_electricity_pop_rate,20.3,-1
Sierra Leone,SLE,Africa,Q,access_to_clean_fuels_and_tech_for_cooking_rate,0.99,-1
Sierra Leone,SLE,Africa,R,unemployment_rate,4.360000134,1
Sierra Leone,SLE,Africa,S,population_using_the_internet,13.23693043,-1
Niger,NER,Africa,A,global_index_score_2019,49.44801207,NA
Niger,NER,Africa,1a,index_to_be_defined,50.55198793,-1
Niger,NER,Africa,3a,inverse_global_index_2019,0.775199929,-1
Niger,NER,Africa,MJC1,mjc_criteria_sdr_mild_version,0.450317616,1
Niger,NER,Africa,MJC2,mjc_criteria_sdr_medium_version,0.564706146,1
Niger,NER,Africa,MJC3,mjc_criteria_sdr_heavy_version,1.634106861,1
Niger,NER,Africa,MJC4,mjc_criteria_sdr_ponderated,0.883043541,1
Niger,NER,Africa,MJC5,mjc_criteria_equality,0.302194535,1
Niger,NER,Africa,MJC6,mjc_criteria_capacity,3.023217709,1
Niger,NER,Africa,MJC7,mjc_criteria_historical_responsability,1.172294547,1
Niger,NER,Africa,MJC8,mjc_criteria_present_responsability,1.210384782,1
Niger,NER,Africa,MJC9,mjc_criteria_ponderated,1.349948862,1
Niger,NER,Africa,5a,population_2019,23176691,-1
Niger,NER,Africa,6a,gdp_per_capita_ppp_2017,925.9900583,1
Niger,NER,Africa,7a,cum_emissions_per_capita_1994_2017,1.263989299,-1
Niger,NER,Africa,8a,emissions_per_cap_2017,1.203795658,-1
Niger,NER,Africa,2a,poverty_ratio_320,89.37,1
Niger,NER,Africa,B,undernourishment_prevalence,14.4,1
Niger,NER,Africa,C,stunting_prevalence_under_5_yrs,42.2,1
Niger,NER,Africa,D,wasting_prevalence_in_children_under_5,10.3,1
Niger,NER,Africa,E,maternal_mortality_rate_per_100k_births,553,1
Niger,NER,Africa,F,neonatal_mortality_rate_1k_births,26,1
Niger,NER,Africa,G,under_5_mortality_rate_1k_births,84.5,1
Niger,NER,Africa,H,life_expec_at_birth_yrs,59.8,-1
Niger,NER,Africa,I,univ_health_coverage_index,46.841,-1
Niger,NER,Africa,J,net_primary_enrolment_rate,65.44571,-1
Niger,NER,Africa,K,lower_secondary_completion_rate,18.03124,-1
Niger,NER,Africa,L,literacy_rate_15_24_yrs_both_sexes,39.78773,-1
Niger,NER,Africa,M,ratio_female_to_male_labour_force_rate,74.43808065,-1
Niger,NER,Africa,N,population_rate_using_basic_drinking_water_services,45.83537798,-1
Niger,NER,Africa,O,population_rate_using_basic_sanitation_services,12.93732773,-1
Niger,NER,Africa,P,access_to_electricity_pop_rate,16.21723366,-1
Niger,NER,Africa,Q,access_to_clean_fuels_and_tech_for_cooking_rate,1.91,-1
Niger,NER,Africa,R,unemployment_rate,0.363000005,1
Niger,NER,Africa,S,population_using_the_internet,10.22431156,-1
Afghanistan,AFG,Asia,A,global_index_score_2019,49.64915597,NA
Afghanistan,AFG,Asia,1a,index_to_be_defined,50.35084403,-1
Afghanistan,AFG,Asia,3a,inverse_global_index_2019,0.770840752,-1
Afghanistan,AFG,Asia,MJC1,mjc_criteria_sdr_mild_version,0.72008556,1
Afghanistan,AFG,Asia,MJC2,mjc_criteria_sdr_medium_version,0.901509082,1
Afghanistan,AFG,Asia,MJC3,mjc_criteria_sdr_heavy_version,NA,1
Afghanistan,AFG,Asia,MJC4,mjc_criteria_sdr_ponderated,0.810797321,1
Afghanistan,AFG,Asia,MJC5,mjc_criteria_equality,0.485158065,1
Afghanistan,AFG,Asia,MJC6,mjc_criteria_capacity,1.558384092,1
Afghanistan,AFG,Asia,MJC7,mjc_criteria_historical_responsability,1.786947795,1
Afghanistan,AFG,Asia,MJC8,mjc_criteria_present_responsability,1.594576614,1
Afghanistan,AFG,Asia,MJC9,mjc_criteria_ponderated,1.136275421,1
Afghanistan,AFG,Asia,5a,population_2019,37209007,-1
Afghanistan,AFG,Asia,6a,gdp_per_capita_ppp_2017,1796.392531,1
Afghanistan,AFG,Asia,7a,cum_emissions_per_capita_1994_2017,0.829217152,-1
Afghanistan,AFG,Asia,8a,emissions_per_cap_2017,0.913757252,-1
Afghanistan,AFG,Asia,2a,poverty_ratio_320,NA,1
Afghanistan,AFG,Asia,B,undernourishment_prevalence,30.3,1
Afghanistan,AFG,Asia,C,stunting_prevalence_under_5_yrs,40.9,1
Afghanistan,AFG,Asia,D,wasting_prevalence_in_children_under_5,9.5,1
Afghanistan,AFG,Asia,E,maternal_mortality_rate_per_100k_births,396,1
Afghanistan,AFG,Asia,F,neonatal_mortality_rate_1k_births,39.2,1
Afghanistan,AFG,Asia,G,under_5_mortality_rate_1k_births,67.9,1
Afghanistan,AFG,Asia,H,life_expec_at_birth_yrs,62.7,-1
Afghanistan,AFG,Asia,I,univ_health_coverage_index,46.014,-1
Afghanistan,AFG,Asia,J,net_primary_enrolment_rate,NA,-1
Afghanistan,AFG,Asia,K,lower_secondary_completion_rate,54.13986,-1
Afghanistan,AFG,Asia,L,literacy_rate_15_24_yrs_both_sexes,46.99005,-1
Afghanistan,AFG,Asia,M,ratio_female_to_male_labour_force_rate,22.51602801,-1
Afghanistan,AFG,Asia,N,population_rate_using_basic_drinking_water_services,62.98020808,-1
Afghanistan,AFG,Asia,O,population_rate_using_basic_sanitation_services,39.22043325,-1
Afghanistan,AFG,Asia,P,access_to_electricity_pop_rate,84.13713837,-1
Afghanistan,AFG,Asia,Q,access_to_clean_fuels_and_tech_for_cooking_rate,32.44,-1
Afghanistan,AFG,Asia,R,unemployment_rate,8.807999611,1
Afghanistan,AFG,Asia,S,population_using_the_internet,11.44768809,-1
Mali,MLI,Africa,A,global_index_score_2019,50.21473318,NA
Mali,MLI,Africa,1a,index_to_be_defined,49.78526682,-1
Mali,MLI,Africa,3a,inverse_global_index_2019,0.758583599,-1
Mali,MLI,Africa,MJC1,mjc_criteria_sdr_mild_version,0.376753116,1
Mali,MLI,Africa,MJC2,mjc_criteria_sdr_medium_version,0.469448068,1
